filename,breed,family
japanese_chin_128,japanese chin,dog
japanese_chin_129,japanese chin,dog
japanese_chin_13,japanese chin,dog
japanese_chin_130,japanese chin,dog
japanese_chin_131,japanese chin,dog
japanese_chin_132,japanese chin,dog
japanese_chin_133,japanese chin,dog
japanese_chin_134,japanese chin,dog
japanese_chin_135,japanese chin,dog
japanese_chin_136,japanese chin,dog
japanese_chin_137,japanese chin,dog
japanese_chin_138,japanese chin,dog
japanese_chin_139,japanese chin,dog
japanese_chin_14,japanese chin,dog
japanese_chin_140,japanese chin,dog
japanese_chin_141,japanese chin,dog
japanese_chin_142,japanese chin,dog
japanese_chin_143,japanese chin,dog
japanese_chin_144,japanese chin,dog
japanese_chin_145,japanese chin,dog
japanese_chin_146,japanese chin,dog
japanese_chin_147,japanese chin,dog
japanese_chin_148,japanese chin,dog
japanese_chin_149,japanese chin,dog
japanese_chin_15,japanese chin,dog
japanese_chin_150,japanese chin,dog
japanese_chin_151,japanese chin,dog
japanese_chin_152,japanese chin,dog
japanese_chin_153,japanese chin,dog
japanese_chin_154,japanese chin,dog
japanese_chin_155,japanese chin,dog
japanese_chin_156,japanese chin,dog
japanese_chin_157,japanese chin,dog
japanese_chin_158,japanese chin,dog
japanese_chin_159,japanese chin,dog
japanese_chin_16,japanese chin,dog
japanese_chin_160,japanese chin,dog
japanese_chin_161,japanese chin,dog
japanese_chin_162,japanese chin,dog
japanese_chin_163,japanese chin,dog
japanese_chin_164,japanese chin,dog
japanese_chin_165,japanese chin,dog
japanese_chin_166,japanese chin,dog
japanese_chin_167,japanese chin,dog
japanese_chin_168,japanese chin,dog
japanese_chin_169,japanese chin,dog
japanese_chin_17,japanese chin,dog
japanese_chin_170,japanese chin,dog
japanese_chin_171,japanese chin,dog
japanese_chin_172,japanese chin,dog
japanese_chin_173,japanese chin,dog
japanese_chin_174,japanese chin,dog
japanese_chin_175,japanese chin,dog
japanese_chin_176,japanese chin,dog
japanese_chin_177,japanese chin,dog
japanese_chin_178,japanese chin,dog
japanese_chin_179,japanese chin,dog
japanese_chin_18,japanese chin,dog
japanese_chin_180,japanese chin,dog
japanese_chin_181,japanese chin,dog
japanese_chin_182,japanese chin,dog
japanese_chin_183,japanese chin,dog
japanese_chin_184,japanese chin,dog
japanese_chin_185,japanese chin,dog
japanese_chin_186,japanese chin,dog
japanese_chin_187,japanese chin,dog
japanese_chin_188,japanese chin,dog
japanese_chin_189,japanese chin,dog
japanese_chin_19,japanese chin,dog
japanese_chin_190,japanese chin,dog
japanese_chin_191,japanese chin,dog
japanese_chin_192,japanese chin,dog
japanese_chin_193,japanese chin,dog
japanese_chin_194,japanese chin,dog
japanese_chin_195,japanese chin,dog
japanese_chin_196,japanese chin,dog
japanese_chin_197,japanese chin,dog
japanese_chin_198,japanese chin,dog
japanese_chin_199,japanese chin,dog
japanese_chin_2,japanese chin,dog
japanese_chin_20,japanese chin,dog
japanese_chin_200,japanese chin,dog
japanese_chin_21,japanese chin,dog
japanese_chin_22,japanese chin,dog
japanese_chin_23,japanese chin,dog
japanese_chin_24,japanese chin,dog
japanese_chin_25,japanese chin,dog
japanese_chin_26,japanese chin,dog
japanese_chin_27,japanese chin,dog
japanese_chin_28,japanese chin,dog
japanese_chin_29,japanese chin,dog
japanese_chin_3,japanese chin,dog
japanese_chin_30,japanese chin,dog
japanese_chin_31,japanese chin,dog
japanese_chin_32,japanese chin,dog
japanese_chin_33,japanese chin,dog
japanese_chin_34,japanese chin,dog
japanese_chin_35,japanese chin,dog
japanese_chin_36,japanese chin,dog
japanese_chin_37,japanese chin,dog
japanese_chin_38,japanese chin,dog
japanese_chin_39,japanese chin,dog
japanese_chin_4,japanese chin,dog
japanese_chin_40,japanese chin,dog
japanese_chin_41,japanese chin,dog
japanese_chin_42,japanese chin,dog
japanese_chin_43,japanese chin,dog
japanese_chin_44,japanese chin,dog
japanese_chin_45,japanese chin,dog
japanese_chin_46,japanese chin,dog
japanese_chin_47,japanese chin,dog
japanese_chin_48,japanese chin,dog
japanese_chin_49,japanese chin,dog
japanese_chin_5,japanese chin,dog
japanese_chin_50,japanese chin,dog
japanese_chin_51,japanese chin,dog
japanese_chin_52,japanese chin,dog
japanese_chin_53,japanese chin,dog
japanese_chin_54,japanese chin,dog
japanese_chin_55,japanese chin,dog
japanese_chin_56,japanese chin,dog
japanese_chin_57,japanese chin,dog
japanese_chin_58,japanese chin,dog
japanese_chin_59,japanese chin,dog
japanese_chin_6,japanese chin,dog
japanese_chin_60,japanese chin,dog
japanese_chin_61,japanese chin,dog
japanese_chin_62,japanese chin,dog
japanese_chin_63,japanese chin,dog
japanese_chin_64,japanese chin,dog
japanese_chin_65,japanese chin,dog
japanese_chin_66,japanese chin,dog
japanese_chin_67,japanese chin,dog
japanese_chin_68,japanese chin,dog
japanese_chin_69,japanese chin,dog
japanese_chin_7,japanese chin,dog
japanese_chin_70,japanese chin,dog
japanese_chin_71,japanese chin,dog
japanese_chin_72,japanese chin,dog
japanese_chin_73,japanese chin,dog
japanese_chin_74,japanese chin,dog
japanese_chin_75,japanese chin,dog
japanese_chin_76,japanese chin,dog
japanese_chin_77,japanese chin,dog
japanese_chin_78,japanese chin,dog
japanese_chin_79,japanese chin,dog
japanese_chin_8,japanese chin,dog
japanese_chin_80,japanese chin,dog
japanese_chin_81,japanese chin,dog
japanese_chin_82,japanese chin,dog
japanese_chin_83,japanese chin,dog
japanese_chin_84,japanese chin,dog
japanese_chin_85,japanese chin,dog
japanese_chin_86,japanese chin,dog
japanese_chin_87,japanese chin,dog
japanese_chin_88,japanese chin,dog
japanese_chin_89,japanese chin,dog
japanese_chin_9,japanese chin,dog
japanese_chin_90,japanese chin,dog
japanese_chin_91,japanese chin,dog
japanese_chin_92,japanese chin,dog
japanese_chin_93,japanese chin,dog
japanese_chin_94,japanese chin,dog
japanese_chin_95,japanese chin,dog
japanese_chin_96,japanese chin,dog
japanese_chin_97,japanese chin,dog
japanese_chin_98,japanese chin,dog
japanese_chin_99,japanese chin,dog
keeshond_1,keeshond,dog
keeshond_10,keeshond,dog
keeshond_100,keeshond,dog
keeshond_101,keeshond,dog
keeshond_102,keeshond,dog
keeshond_103,keeshond,dog
keeshond_104,keeshond,dog
keeshond_105,keeshond,dog
keeshond_106,keeshond,dog
keeshond_107,keeshond,dog
keeshond_108,keeshond,dog
keeshond_109,keeshond,dog
keeshond_11,keeshond,dog
keeshond_110,keeshond,dog
keeshond_111,keeshond,dog
keeshond_112,keeshond,dog
keeshond_113,keeshond,dog
keeshond_114,keeshond,dog
keeshond_115,keeshond,dog
keeshond_116,keeshond,dog
keeshond_117,keeshond,dog
keeshond_118,keeshond,dog
keeshond_119,keeshond,dog
keeshond_12,keeshond,dog
keeshond_120,keeshond,dog
keeshond_121,keeshond,dog
keeshond_122,keeshond,dog
keeshond_123,keeshond,dog
keeshond_124,keeshond,dog
keeshond_125,keeshond,dog
keeshond_126,keeshond,dog
keeshond_127,keeshond,dog
keeshond_128,keeshond,dog
keeshond_129,keeshond,dog
keeshond_13,keeshond,dog
keeshond_130,keeshond,dog
keeshond_131,keeshond,dog
keeshond_132,keeshond,dog
keeshond_133,keeshond,dog
keeshond_134,keeshond,dog
keeshond_135,keeshond,dog
keeshond_136,keeshond,dog
keeshond_137,keeshond,dog
keeshond_138,keeshond,dog
keeshond_139,keeshond,dog
keeshond_14,keeshond,dog
keeshond_140,keeshond,dog
keeshond_141,keeshond,dog
keeshond_142,keeshond,dog
keeshond_143,keeshond,dog
keeshond_144,keeshond,dog
keeshond_145,keeshond,dog
keeshond_146,keeshond,dog
keeshond_147,keeshond,dog
keeshond_148,keeshond,dog
keeshond_149,keeshond,dog
keeshond_15,keeshond,dog
keeshond_150,keeshond,dog
keeshond_151,keeshond,dog
keeshond_152,keeshond,dog
keeshond_153,keeshond,dog
keeshond_154,keeshond,dog
keeshond_155,keeshond,dog
keeshond_156,keeshond,dog
keeshond_157,keeshond,dog
keeshond_158,keeshond,dog
keeshond_159,keeshond,dog
keeshond_16,keeshond,dog
keeshond_160,keeshond,dog
keeshond_161,keeshond,dog
keeshond_162,keeshond,dog
keeshond_163,keeshond,dog
keeshond_164,keeshond,dog
keeshond_165,keeshond,dog
keeshond_166,keeshond,dog
keeshond_167,keeshond,dog
keeshond_168,keeshond,dog
keeshond_169,keeshond,dog
keeshond_17,keeshond,dog
keeshond_170,keeshond,dog
keeshond_171,keeshond,dog
keeshond_172,keeshond,dog
keeshond_173,keeshond,dog
keeshond_174,keeshond,dog
keeshond_175,keeshond,dog
keeshond_176,keeshond,dog
keeshond_177,keeshond,dog
keeshond_178,keeshond,dog
keeshond_179,keeshond,dog
keeshond_18,keeshond,dog
keeshond_180,keeshond,dog
keeshond_181,keeshond,dog
keeshond_182,keeshond,dog
keeshond_183,keeshond,dog
keeshond_184,keeshond,dog
keeshond_185,keeshond,dog
keeshond_186,keeshond,dog
keeshond_187,keeshond,dog
keeshond_188,keeshond,dog
keeshond_189,keeshond,dog
keeshond_19,keeshond,dog
keeshond_190,keeshond,dog
keeshond_191,keeshond,dog
keeshond_192,keeshond,dog
keeshond_193,keeshond,dog
keeshond_194,keeshond,dog
keeshond_195,keeshond,dog
keeshond_196,keeshond,dog
keeshond_197,keeshond,dog
keeshond_198,keeshond,dog
keeshond_199,keeshond,dog
keeshond_2,keeshond,dog
keeshond_20,keeshond,dog
keeshond_200,keeshond,dog
keeshond_21,keeshond,dog
keeshond_22,keeshond,dog
keeshond_23,keeshond,dog
keeshond_24,keeshond,dog
keeshond_25,keeshond,dog
keeshond_26,keeshond,dog
keeshond_27,keeshond,dog
keeshond_28,keeshond,dog
keeshond_29,keeshond,dog
keeshond_3,keeshond,dog
keeshond_30,keeshond,dog
keeshond_31,keeshond,dog
keeshond_32,keeshond,dog
keeshond_33,keeshond,dog
keeshond_34,keeshond,dog
keeshond_35,keeshond,dog
keeshond_36,keeshond,dog
keeshond_37,keeshond,dog
keeshond_38,keeshond,dog
keeshond_39,keeshond,dog
keeshond_4,keeshond,dog
keeshond_40,keeshond,dog
keeshond_41,keeshond,dog
keeshond_42,keeshond,dog
keeshond_43,keeshond,dog
keeshond_44,keeshond,dog
keeshond_45,keeshond,dog
keeshond_46,keeshond,dog
keeshond_47,keeshond,dog
keeshond_48,keeshond,dog
keeshond_49,keeshond,dog
keeshond_5,keeshond,dog
keeshond_50,keeshond,dog
keeshond_51,keeshond,dog
keeshond_52,keeshond,dog
keeshond_53,keeshond,dog
keeshond_54,keeshond,dog
keeshond_55,keeshond,dog
keeshond_56,keeshond,dog
keeshond_57,keeshond,dog
keeshond_58,keeshond,dog
keeshond_59,keeshond,dog
keeshond_6,keeshond,dog
keeshond_60,keeshond,dog
keeshond_61,keeshond,dog
keeshond_62,keeshond,dog
keeshond_63,keeshond,dog
keeshond_64,keeshond,dog
keeshond_65,keeshond,dog
keeshond_66,keeshond,dog
keeshond_67,keeshond,dog
keeshond_68,keeshond,dog
keeshond_69,keeshond,dog
keeshond_7,keeshond,dog
keeshond_70,keeshond,dog
keeshond_71,keeshond,dog
keeshond_72,keeshond,dog
keeshond_73,keeshond,dog
keeshond_74,keeshond,dog
keeshond_75,keeshond,dog
keeshond_76,keeshond,dog
keeshond_77,keeshond,dog
keeshond_78,keeshond,dog
keeshond_79,keeshond,dog
keeshond_8,keeshond,dog
keeshond_80,keeshond,dog
keeshond_81,keeshond,dog
keeshond_82,keeshond,dog
keeshond_83,keeshond,dog
keeshond_84,keeshond,dog
keeshond_85,keeshond,dog
keeshond_86,keeshond,dog
keeshond_87,keeshond,dog
keeshond_88,keeshond,dog
keeshond_89,keeshond,dog
keeshond_9,keeshond,dog
keeshond_90,keeshond,dog
keeshond_91,keeshond,dog
keeshond_92,keeshond,dog
keeshond_93,keeshond,dog
keeshond_94,keeshond,dog
keeshond_95,keeshond,dog
keeshond_96,keeshond,dog
keeshond_97,keeshond,dog
keeshond_98,keeshond,dog
keeshond_99,keeshond,dog
leonberger_1,leonberger,dog
leonberger_10,leonberger,dog
leonberger_100,leonberger,dog
leonberger_101,leonberger,dog
leonberger_102,leonberger,dog
leonberger_103,leonberger,dog
leonberger_104,leonberger,dog
leonberger_105,leonberger,dog
leonberger_106,leonberger,dog
leonberger_107,leonberger,dog
leonberger_108,leonberger,dog
leonberger_109,leonberger,dog
leonberger_11,leonberger,dog
leonberger_110,leonberger,dog
leonberger_111,leonberger,dog
leonberger_112,leonberger,dog
leonberger_113,leonberger,dog
leonberger_114,leonberger,dog
leonberger_115,leonberger,dog
leonberger_116,leonberger,dog
leonberger_117,leonberger,dog
leonberger_118,leonberger,dog
leonberger_119,leonberger,dog
leonberger_12,leonberger,dog
leonberger_120,leonberger,dog
leonberger_121,leonberger,dog
leonberger_122,leonberger,dog
leonberger_123,leonberger,dog
leonberger_124,leonberger,dog
leonberger_125,leonberger,dog
leonberger_126,leonberger,dog
leonberger_127,leonberger,dog
leonberger_128,leonberger,dog
leonberger_129,leonberger,dog
leonberger_13,leonberger,dog
leonberger_130,leonberger,dog
leonberger_131,leonberger,dog
leonberger_132,leonberger,dog
leonberger_133,leonberger,dog
leonberger_134,leonberger,dog
leonberger_135,leonberger,dog
leonberger_136,leonberger,dog
leonberger_137,leonberger,dog
leonberger_138,leonberger,dog
leonberger_139,leonberger,dog
leonberger_14,leonberger,dog
leonberger_140,leonberger,dog
leonberger_141,leonberger,dog
leonberger_142,leonberger,dog
leonberger_143,leonberger,dog
leonberger_144,leonberger,dog
leonberger_145,leonberger,dog
leonberger_146,leonberger,dog
leonberger_147,leonberger,dog
leonberger_148,leonberger,dog
leonberger_149,leonberger,dog
leonberger_15,leonberger,dog
leonberger_150,leonberger,dog
leonberger_151,leonberger,dog
leonberger_152,leonberger,dog
leonberger_153,leonberger,dog
leonberger_154,leonberger,dog
leonberger_155,leonberger,dog
leonberger_156,leonberger,dog
leonberger_157,leonberger,dog
leonberger_158,leonberger,dog
leonberger_159,leonberger,dog
leonberger_16,leonberger,dog
leonberger_160,leonberger,dog
leonberger_161,leonberger,dog
leonberger_162,leonberger,dog
leonberger_163,leonberger,dog
leonberger_164,leonberger,dog
leonberger_165,leonberger,dog
leonberger_166,leonberger,dog
leonberger_167,leonberger,dog
leonberger_168,leonberger,dog
leonberger_169,leonberger,dog
leonberger_17,leonberger,dog
leonberger_170,leonberger,dog
leonberger_171,leonberger,dog
leonberger_172,leonberger,dog
leonberger_173,leonberger,dog
leonberger_174,leonberger,dog
leonberger_175,leonberger,dog
leonberger_176,leonberger,dog
leonberger_177,leonberger,dog
leonberger_178,leonberger,dog
leonberger_179,leonberger,dog
leonberger_18,leonberger,dog
leonberger_180,leonberger,dog
leonberger_181,leonberger,dog
leonberger_182,leonberger,dog
leonberger_183,leonberger,dog
leonberger_184,leonberger,dog
leonberger_185,leonberger,dog
leonberger_186,leonberger,dog
leonberger_187,leonberger,dog
leonberger_188,leonberger,dog
leonberger_189,leonberger,dog
leonberger_19,leonberger,dog
leonberger_190,leonberger,dog
leonberger_191,leonberger,dog
leonberger_192,leonberger,dog
leonberger_193,leonberger,dog
leonberger_194,leonberger,dog
leonberger_195,leonberger,dog
leonberger_196,leonberger,dog
leonberger_197,leonberger,dog
leonberger_198,leonberger,dog
leonberger_199,leonberger,dog
leonberger_2,leonberger,dog
leonberger_20,leonberger,dog
leonberger_200,leonberger,dog
leonberger_21,leonberger,dog
leonberger_22,leonberger,dog
leonberger_23,leonberger,dog
leonberger_24,leonberger,dog
leonberger_25,leonberger,dog
leonberger_26,leonberger,dog
leonberger_27,leonberger,dog
leonberger_28,leonberger,dog
leonberger_29,leonberger,dog
leonberger_3,leonberger,dog
leonberger_30,leonberger,dog
leonberger_31,leonberger,dog
leonberger_32,leonberger,dog
leonberger_33,leonberger,dog
leonberger_34,leonberger,dog
leonberger_35,leonberger,dog
leonberger_36,leonberger,dog
leonberger_37,leonberger,dog
leonberger_38,leonberger,dog
leonberger_39,leonberger,dog
leonberger_4,leonberger,dog
leonberger_40,leonberger,dog
leonberger_41,leonberger,dog
leonberger_42,leonberger,dog
leonberger_43,leonberger,dog
leonberger_44,leonberger,dog
leonberger_45,leonberger,dog
leonberger_46,leonberger,dog
leonberger_47,leonberger,dog
leonberger_48,leonberger,dog
leonberger_49,leonberger,dog
leonberger_5,leonberger,dog
leonberger_50,leonberger,dog
leonberger_51,leonberger,dog
leonberger_52,leonberger,dog
leonberger_53,leonberger,dog
leonberger_54,leonberger,dog
leonberger_55,leonberger,dog
leonberger_56,leonberger,dog
leonberger_57,leonberger,dog
leonberger_58,leonberger,dog
leonberger_59,leonberger,dog
leonberger_6,leonberger,dog
leonberger_60,leonberger,dog
leonberger_61,leonberger,dog
leonberger_62,leonberger,dog
leonberger_63,leonberger,dog
leonberger_64,leonberger,dog
leonberger_65,leonberger,dog
leonberger_66,leonberger,dog
leonberger_67,leonberger,dog
leonberger_68,leonberger,dog
leonberger_69,leonberger,dog
leonberger_7,leonberger,dog
leonberger_70,leonberger,dog
leonberger_71,leonberger,dog
leonberger_72,leonberger,dog
leonberger_73,leonberger,dog
leonberger_74,leonberger,dog
leonberger_75,leonberger,dog
leonberger_76,leonberger,dog
leonberger_77,leonberger,dog
leonberger_78,leonberger,dog
leonberger_79,leonberger,dog
leonberger_8,leonberger,dog
leonberger_80,leonberger,dog
leonberger_81,leonberger,dog
leonberger_82,leonberger,dog
leonberger_83,leonberger,dog
leonberger_84,leonberger,dog
leonberger_85,leonberger,dog
leonberger_86,leonberger,dog
leonberger_87,leonberger,dog
leonberger_88,leonberger,dog
leonberger_89,leonberger,dog
leonberger_9,leonberger,dog
leonberger_90,leonberger,dog
leonberger_91,leonberger,dog
leonberger_92,leonberger,dog
leonberger_93,leonberger,dog
leonberger_94,leonberger,dog
leonberger_95,leonberger,dog
leonberger_96,leonberger,dog
leonberger_97,leonberger,dog
leonberger_98,leonberger,dog
leonberger_99,leonberger,dog
Maine_Coon_1,Maine Coon,cat
Maine_Coon_10,Maine Coon,cat
Maine_Coon_100,Maine Coon,cat
Maine_Coon_101,Maine Coon,cat
Maine_Coon_102,Maine Coon,cat
Maine_Coon_103,Maine Coon,cat
Maine_Coon_104,Maine Coon,cat
Maine_Coon_105,Maine Coon,cat
Maine_Coon_106,Maine Coon,cat
Maine_Coon_107,Maine Coon,cat
Maine_Coon_108,Maine Coon,cat
Maine_Coon_109,Maine Coon,cat
Maine_Coon_110,Maine Coon,cat
Maine_Coon_111,Maine Coon,cat
Maine_Coon_112,Maine Coon,cat
Maine_Coon_115,Maine Coon,cat
Maine_Coon_116,Maine Coon,cat
Maine_Coon_117,Maine Coon,cat
Maine_Coon_119,Maine Coon,cat
Maine_Coon_121,Maine Coon,cat
Maine_Coon_123,Maine Coon,cat
Maine_Coon_124,Maine Coon,cat
Maine_Coon_126,Maine Coon,cat
Maine_Coon_127,Maine Coon,cat
Maine_Coon_128,Maine Coon,cat
Maine_Coon_129,Maine Coon,cat
Maine_Coon_13,Maine Coon,cat
Maine_Coon_131,Maine Coon,cat
Maine_Coon_132,Maine Coon,cat
Maine_Coon_133,Maine Coon,cat
Maine_Coon_134,Maine Coon,cat
Maine_Coon_135,Maine Coon,cat
Maine_Coon_136,Maine Coon,cat
Maine_Coon_137,Maine Coon,cat
Maine_Coon_138,Maine Coon,cat
Maine_Coon_139,Maine Coon,cat
Maine_Coon_14,Maine Coon,cat
Maine_Coon_140,Maine Coon,cat
Maine_Coon_141,Maine Coon,cat
Maine_Coon_142,Maine Coon,cat
Maine_Coon_143,Maine Coon,cat
Maine_Coon_144,Maine Coon,cat
Maine_Coon_145,Maine Coon,cat
Maine_Coon_146,Maine Coon,cat
Maine_Coon_147,Maine Coon,cat
Maine_Coon_148,Maine Coon,cat
Maine_Coon_149,Maine Coon,cat
Maine_Coon_150,Maine Coon,cat
Maine_Coon_151,Maine Coon,cat
Maine_Coon_152,Maine Coon,cat
Maine_Coon_153,Maine Coon,cat
Maine_Coon_154,Maine Coon,cat
Maine_Coon_155,Maine Coon,cat
Maine_Coon_157,Maine Coon,cat
Maine_Coon_158,Maine Coon,cat
Maine_Coon_159,Maine Coon,cat
Maine_Coon_16,Maine Coon,cat
Maine_Coon_160,Maine Coon,cat
Maine_Coon_161,Maine Coon,cat
Maine_Coon_162,Maine Coon,cat
Maine_Coon_163,Maine Coon,cat
Maine_Coon_164,Maine Coon,cat
Maine_Coon_167,Maine Coon,cat
Maine_Coon_168,Maine Coon,cat
Maine_Coon_169,Maine Coon,cat
Maine_Coon_17,Maine Coon,cat
Maine_Coon_170,Maine Coon,cat
Maine_Coon_171,Maine Coon,cat
Maine_Coon_173,Maine Coon,cat
Maine_Coon_174,Maine Coon,cat
Maine_Coon_175,Maine Coon,cat
Maine_Coon_176,Maine Coon,cat
Maine_Coon_18,Maine Coon,cat
Maine_Coon_180,Maine Coon,cat
Maine_Coon_182,Maine Coon,cat
Maine_Coon_184,Maine Coon,cat
Maine_Coon_186,Maine Coon,cat
Maine_Coon_187,Maine Coon,cat
Maine_Coon_189,Maine Coon,cat
Maine_Coon_19,Maine Coon,cat
Maine_Coon_191,Maine Coon,cat
Maine_Coon_192,Maine Coon,cat
Maine_Coon_193,Maine Coon,cat
Maine_Coon_194,Maine Coon,cat
Maine_Coon_195,Maine Coon,cat
Maine_Coon_196,Maine Coon,cat
Maine_Coon_197,Maine Coon,cat
Maine_Coon_2,Maine Coon,cat
Maine_Coon_201,Maine Coon,cat
Maine_Coon_203,Maine Coon,cat
Maine_Coon_204,Maine Coon,cat
Maine_Coon_205,Maine Coon,cat
Maine_Coon_206,Maine Coon,cat
Maine_Coon_207,Maine Coon,cat
Maine_Coon_208,Maine Coon,cat
Maine_Coon_21,Maine Coon,cat
Maine_Coon_210,Maine Coon,cat
Maine_Coon_211,Maine Coon,cat
Maine_Coon_213,Maine Coon,cat
Maine_Coon_214,Maine Coon,cat
Maine_Coon_217,Maine Coon,cat
Maine_Coon_219,Maine Coon,cat
Maine_Coon_222,Maine Coon,cat
Maine_Coon_227,Maine Coon,cat
Maine_Coon_23,Maine Coon,cat
Maine_Coon_231,Maine Coon,cat
Maine_Coon_238,Maine Coon,cat
Maine_Coon_239,Maine Coon,cat
Maine_Coon_24,Maine Coon,cat
Maine_Coon_241,Maine Coon,cat
Maine_Coon_242,Maine Coon,cat
Maine_Coon_244,Maine Coon,cat
Maine_Coon_245,Maine Coon,cat
Maine_Coon_246,Maine Coon,cat
Maine_Coon_247,Maine Coon,cat
Maine_Coon_249,Maine Coon,cat
Maine_Coon_25,Maine Coon,cat
Maine_Coon_253,Maine Coon,cat
Maine_Coon_254,Maine Coon,cat
Maine_Coon_26,Maine Coon,cat
Maine_Coon_262,Maine Coon,cat
Maine_Coon_263,Maine Coon,cat
Maine_Coon_264,Maine Coon,cat
Maine_Coon_265,Maine Coon,cat
Maine_Coon_266,Maine Coon,cat
Maine_Coon_267,Maine Coon,cat
Maine_Coon_268,Maine Coon,cat
Maine_Coon_269,Maine Coon,cat
Maine_Coon_27,Maine Coon,cat
Maine_Coon_270,Maine Coon,cat
Maine_Coon_271,Maine Coon,cat
Maine_Coon_272,Maine Coon,cat
Maine_Coon_28,Maine Coon,cat
Maine_Coon_29,Maine Coon,cat
Maine_Coon_3,Maine Coon,cat
Maine_Coon_30,Maine Coon,cat
Maine_Coon_31,Maine Coon,cat
Maine_Coon_32,Maine Coon,cat
Maine_Coon_33,Maine Coon,cat
Maine_Coon_34,Maine Coon,cat
Maine_Coon_35,Maine Coon,cat
Maine_Coon_36,Maine Coon,cat
Maine_Coon_37,Maine Coon,cat
Maine_Coon_38,Maine Coon,cat
Maine_Coon_39,Maine Coon,cat
Maine_Coon_41,Maine Coon,cat
Maine_Coon_42,Maine Coon,cat
Maine_Coon_43,Maine Coon,cat
Maine_Coon_44,Maine Coon,cat
Maine_Coon_46,Maine Coon,cat
Maine_Coon_47,Maine Coon,cat
Maine_Coon_48,Maine Coon,cat
Maine_Coon_49,Maine Coon,cat
Maine_Coon_5,Maine Coon,cat
Maine_Coon_50,Maine Coon,cat
Maine_Coon_51,Maine Coon,cat
Maine_Coon_52,Maine Coon,cat
Maine_Coon_53,Maine Coon,cat
Maine_Coon_54,Maine Coon,cat
Maine_Coon_55,Maine Coon,cat
Maine_Coon_56,Maine Coon,cat
Maine_Coon_57,Maine Coon,cat
Maine_Coon_58,Maine Coon,cat
Maine_Coon_6,Maine Coon,cat
Maine_Coon_60,Maine Coon,cat
Maine_Coon_61,Maine Coon,cat
Maine_Coon_63,Maine Coon,cat
Maine_Coon_64,Maine Coon,cat
Maine_Coon_66,Maine Coon,cat
Maine_Coon_67,Maine Coon,cat
Maine_Coon_68,Maine Coon,cat
Maine_Coon_69,Maine Coon,cat
Maine_Coon_7,Maine Coon,cat
Maine_Coon_70,Maine Coon,cat
Maine_Coon_71,Maine Coon,cat
Maine_Coon_72,Maine Coon,cat
Maine_Coon_75,Maine Coon,cat
Maine_Coon_76,Maine Coon,cat
Maine_Coon_77,Maine Coon,cat
Maine_Coon_78,Maine Coon,cat
Maine_Coon_79,Maine Coon,cat
Maine_Coon_8,Maine Coon,cat
Maine_Coon_80,Maine Coon,cat
Maine_Coon_81,Maine Coon,cat
Maine_Coon_82,Maine Coon,cat
Maine_Coon_83,Maine Coon,cat
Maine_Coon_84,Maine Coon,cat
Maine_Coon_85,Maine Coon,cat
Maine_Coon_87,Maine Coon,cat
Maine_Coon_89,Maine Coon,cat
Maine_Coon_9,Maine Coon,cat
Maine_Coon_91,Maine Coon,cat
Maine_Coon_92,Maine Coon,cat
Maine_Coon_93,Maine Coon,cat
Maine_Coon_94,Maine Coon,cat
Maine_Coon_95,Maine Coon,cat
Maine_Coon_96,Maine Coon,cat
Maine_Coon_97,Maine Coon,cat
Maine_Coon_98,Maine Coon,cat
Maine_Coon_99,Maine Coon,cat
miniature_pinscher_1,miniature pinscher,dog
miniature_pinscher_10,miniature pinscher,dog
miniature_pinscher_100,miniature pinscher,dog
miniature_pinscher_101,miniature pinscher,dog
miniature_pinscher_102,miniature pinscher,dog
miniature_pinscher_103,miniature pinscher,dog
miniature_pinscher_104,miniature pinscher,dog
miniature_pinscher_105,miniature pinscher,dog
miniature_pinscher_106,miniature pinscher,dog
miniature_pinscher_107,miniature pinscher,dog
miniature_pinscher_108,miniature pinscher,dog
miniature_pinscher_109,miniature pinscher,dog
miniature_pinscher_11,miniature pinscher,dog
miniature_pinscher_110,miniature pinscher,dog
miniature_pinscher_111,miniature pinscher,dog
miniature_pinscher_112,miniature pinscher,dog
miniature_pinscher_113,miniature pinscher,dog
miniature_pinscher_114,miniature pinscher,dog
miniature_pinscher_115,miniature pinscher,dog
miniature_pinscher_116,miniature pinscher,dog
miniature_pinscher_117,miniature pinscher,dog
miniature_pinscher_118,miniature pinscher,dog
miniature_pinscher_119,miniature pinscher,dog
miniature_pinscher_12,miniature pinscher,dog
miniature_pinscher_120,miniature pinscher,dog
miniature_pinscher_121,miniature pinscher,dog
miniature_pinscher_122,miniature pinscher,dog
miniature_pinscher_123,miniature pinscher,dog
miniature_pinscher_124,miniature pinscher,dog
miniature_pinscher_125,miniature pinscher,dog
miniature_pinscher_126,miniature pinscher,dog
miniature_pinscher_127,miniature pinscher,dog
miniature_pinscher_128,miniature pinscher,dog
miniature_pinscher_129,miniature pinscher,dog
miniature_pinscher_13,miniature pinscher,dog
miniature_pinscher_130,miniature pinscher,dog
miniature_pinscher_131,miniature pinscher,dog
miniature_pinscher_132,miniature pinscher,dog
miniature_pinscher_133,miniature pinscher,dog
miniature_pinscher_134,miniature pinscher,dog
miniature_pinscher_135,miniature pinscher,dog
miniature_pinscher_136,miniature pinscher,dog
miniature_pinscher_137,miniature pinscher,dog
miniature_pinscher_138,miniature pinscher,dog
